video_id,q_violation
1185502231,0.8768902227865636
1296577409,0.8195603500915938
1495692909,0.890930526800092
1522870122,0.8691581175704283
1682584277,0.9237869959037673
169344990,0.8428061963668785
1733083885,0.8560887719498942
1767632325,0.7603700691337942
1817903677,0.8465674779655534
1842114740,0.8905546371772217
2097395874,0.8173499457167968
464367887,0.845380092398152
470631683,0.8912015899446742
537514760,0.8893727161997564
662173177,0.8276074564782006
687327340,0.6891929090508698
865512963,0.8058650065530799
867864385,0.7964606389642932
87423842,0.9104261796042619
99618595,0.834920904915802
